fips,province_state,country_region,confirmed,deaths,recovered,active,date,positive,negative,hospitalizedcurrently,hospitalized,hospitalizeddischarged
49723,British Virgin Islands,United Kingdom,97040,26786,141515,143434,20210119,289939,244959,1066.0,21374,51453
1628,C. Valenciana,Spain,194364,31721,83957,77245,20210119,289939,96763,1066.0,6432,2423
14037,Calabria,Italy,169518,24047,240755,26452,20210119,289939,178437,1066.0,35222,69697
44028,Campania,Italy,45149,12440,255561,52510,20210119,289939,242432,1066.0,52861,6503
26312,Campeche,Mexico,293163,32570,225521,50938,20210119,289939,348025,1066.0,38879,46895
736,Canarias,Spain,255017,26029,3971,203085,20210119,289939,201972,1066.0,30896,30181
40230,Cantabria,Spain,364209,18456,191460,31044,20210119,289939,227981,1066.0,56928,55877
42972,Castilla - La Mancha,Spain,290216,1393,46490,112818,20210119,289939,84863,1066.0,42967,11831
43298,Castilla y Leon,Spain,358778,8456,50858,154965,20210119,289939,100038,1066.0,64458,26048
29033,Catalonia,Spain,322095,31625,12909,102652,20210119,289939,345043,1066.0,11941,74028
37469,Cayman Islands,United Kingdom,109579,29526,191998,102852,20210119,289939,328951,1066.0,88282,59965
9177,Ceara,Brazil,226990,26311,272563,17960,20210119,289939,116940,1066.0,30948,38009
31745,Ceuta,Spain,62881,19144,10316,93929,20210119,289939,293331,1066.0,33913,21323
37824,Channel Islands,United Kingdom,146838,32855,275642,141417,20210119,289939,69861,1066.0,4199,31376
48000,Chiapas,Mexico,151510,36266,211873,121177,20210119,289939,76492,1066.0,77876,44499
47443,Chihuahua,Mexico,96349,3208,115474,96240,20210119,289939,251935,1066.0,84552,70394
10519,Chongqing,China,367235,9297,188574,12552,20210119,289939,317952,1066.0,27581,41559
12906,Ciudad de Mexico,Mexico,149455,22638,32405,131836,20210119,289939,159596,1066.0,40077,47787
13846,Coahuila,Mexico,141973,11558,131748,153523,20210119,289939,239296,1066.0,28438,57079
19292,Colima,Mexico,97359,34140,280435,131715,20210119,289939,116767,1066.0,7741,54494
25509,Coquimbo,Chile,201156,26226,134663,80938,20210119,289939,258917,1066.0,37536,53718
10294,Curacao,Netherlands,305875,17039,298196,230904,20210119,289939,155958,1066.0,12345,24952
49777,Diamond Princess,Canada,123411,6049,249126,1687,20210119,289939,242657,1066.0,78535,61583
39341,Distrito Federal,Brazil,128161,20606,17060,224679,20210119,289939,133012,1066.0,62113,64032
43077,Durango,Mexico,245896,14514,61172,208578,20210119,289939,77370,1066.0,71754,70309
30418,Emilia-Romagna,Italy,313609,237,201326,113786,20210119,289939,116363,1066.0,64080,72307
49446,Espirito Santo,Brazil,190693,38140,156773,169968,20210119,289939,216213,1066.0,36955,38269
10235,Extremadura,Spain,374860,8856,19371,153575,20210119,289939,321626,1066.0,2306,78432
30744,Falkland Islands (Malvinas),United Kingdom,21544,1444,180802,230327,20210119,289939,131704,1066.0,87479,68542
5353,Faroe Islands,Denmark,224161,27287,133778,10048,20210119,289939,191924,1066.0,47984,21788
7553,French Guiana,France,153801,13587,35945,27927,20210119,289939,177758,1066.0,4216,30165
1978,French Polynesia,France,108940,33749,168647,213937,20210119,289939,311115,1066.0,78031,39113
41564,Friuli Venezia Giulia,Italy,182783,8217,148736,201650,20210119,289939,254108,1066.0,49900,64806
1155,Fujian,China,245486,8290,220257,82651,20210119,289939,174475,1066.0,74167,8764
45283,Galicia,Spain,229686,499,284069,168315,20210119,289939,292920,1066.0,77509,62610
40853,Gansu,China,49263,11965,269856,148976,20210119,289939,313397,1066.0,43976,41034
43559,Gibraltar,United Kingdom,249917,2781,122760,109234,20210119,289939,62532,1066.0,27077,2887
39006,Goias,Brazil,358208,29040,179774,14056,20210119,289939,79435,1066.0,34168,8549
20962,Grand Princess,Canada,350580,814,155844,196003,20210119,289939,231041,1066.0,46636,66722
27740,Greenland,Denmark,377685,28208,37278,182525,20210119,289939,233706,1066.0,82631,41144
4223,Guadeloupe,France,132925,5506,124587,204394,20210119,289939,202083,1066.0,44480,77850
31707,Guanajuato,Mexico,292198,12819,279748,170220,20210119,289939,227918,1066.0,15771,28464
45760,Guangdong,China,5451,3842,159404,70452,20210119,289939,125072,1066.0,71886,38084
16069,Guangxi,China,199671,30886,84594,102145,20210119,289939,170665,1066.0,59269,58347
31270,Guerrero,Mexico,241754,28036,9145,212574,20210119,289939,273413,1066.0,20635,62014
41281,Guizhou,China,58193,30644,98459,76763,20210119,289939,143465,1066.0,20608,13821
44753,Hai,China,43389,38034,271279,58224,20210119,289939,203046,1066.0,41134,44254
36302,Hamburg,Germany,349525,10230,169520,200976,20210119,289939,187030,1066.0,67012,55615
11080,Hebei,China,31520,22174,171646,219331,20210119,289939,229306,1066.0,68032,78392
32204,Heilongjiang,China,23881,10894,60906,229803,20210119,289939,123022,1066.0,53245,1591
40047,He,China,42424,36548,144699,174680,20210119,289939,141687,1066.0,48398,11335
45771,Hessen,Germany,4025,12219,241462,57933,20210119,289939,206439,1066.0,8532,71251
24511,Hidalgo,Mexico,612,16380,205931,174359,20210119,289939,243094,1066.0,76769,11484
39832,Hong Kong,China,94686,6081,187355,51900,20210119,289939,117366,1066.0,87316,62557
25502,Hubei,China,385046,37636,191697,42548,20210119,289939,307430,1066.0,81315,42221
23521,Hu,China,321844,32231,240934,72463,20210119,289939,346010,1066.0,59711,68483
34837,Inner Mongolia,China,328808,12948,32107,198816,20210119,289939,333495,1066.0,29833,69096
26630,Isle of Man,United Kingdom,79770,36021,20970,121372,20210119,289939,256869,1066.0,24448,60631
29121,Jalisco,Mexico,169120,217,272050,95389,20210119,289939,265998,1066.0,27518,7173
35913,Jiangsu,China,240141,29275,12977,107453,20210119,289939,67062,1066.0,50001,34505
46406,Jiangxi,China,102894,15353,190759,130588,20210119,289939,75381,1066.0,81268,59867
8233,Jilin,China,118733,37141,97935,232765,20210119,289939,106353,1066.0,43039,16943
44268,La Rioja,Spain,246828,14258,109774,183523,20210119,289939,164281,1066.0,38817,79188
28504,Lazio,Italy,326289,16672,254314,208464,20210119,289939,182978,1066.0,7977,73757
13467,Liaoning,China,300673,26657,192531,140928,20210119,289939,98917,1066.0,69184,73490
11874,Liguria,Italy,153358,27558,126936,99266,20210119,289939,149449,1066.0,50860,49057
27396,Lombardia,Italy,82751,17295,147022,88071,20210119,289939,284472,1066.0,37185,36527
5008,Los Lagos,Chile,59355,31567,188011,6560,20210119,289939,157760,1066.0,3070,17010
19898,Los Rios,Chile,90833,20645,30827,158205,20210119,289939,120581,1066.0,71461,37330
38164,Macau,China,193891,8544,47018,150423,20210119,289939,130198,1066.0,56116,24551
12125,Madrid,Spain,89426,21805,210555,96581,20210119,289939,188717,1066.0,81640,27438
46690,Magallanes,Chile,32792,7774,232727,198769,20210119,289939,135008,1066.0,73903,35476
42557,Manitoba,Canada,251372,9547,180044,177643,20210119,289939,178871,1066.0,36057,20689
32615,Maranhao,Brazil,269837,2016,54559,189074,20210119,289939,98588,1066.0,39321,78576
23504,Marche,Italy,81251,24688,85879,157724,20210119,289939,179097,1066.0,47721,48044
18885,Martinique,France,311098,11652,85199,122063,20210119,289939,340564,1066.0,37868,46982
16092,Mato Grosso,Brazil,151042,31923,113827,109703,20210119,289939,176203,1066.0,42524,18197
16914,Mato Grosso do Sul,Brazil,253738,23252,103747,76521,20210119,289939,210474,1066.0,80364,19066
16378,Maule,Chile,341331,27875,137483,97849,20210119,289939,163248,1066.0,53400,77526
14985,Mayotte,France,210727,33513,292010,185365,20210119,289939,332969,1066.0,49571,74352
863,Mecklenburg-Vorpommern,Germany,195126,26912,243445,141206,20210119,289939,77335,1066.0,42187,8104
5500,Melilla,Spain,73406,3264,117834,138003,20210119,289939,153487,1066.0,64129,70411
2382,Metropolitana,Chile,265613,14495,225225,110332,20210119,289939,170061,1066.0,68829,50634
42636,Mexico,Mexico,269844,13624,150582,42125,20210119,289939,137496,1066.0,86776,51894
32562,Michoacan,Mexico,243572,7148,286304,227560,20210119,289939,110581,1066.0,38659,77344
14883,Minas Gerais,Brazil,196419,13603,57059,167083,20210119,289939,137956,1066.0,18201,75954
1751,Molise,Italy,220305,15540,190373,159945,20210119,289939,270996,1066.0,21761,48488
48175,Montserrat,United Kingdom,85784,4167,254135,75388,20210119,289939,62707,1066.0,78778,52432
45375,Morelos,Mexico,145296,16856,268529,55209,20210119,289939,63672,1066.0,24027,76874
41404,Murcia,Spain,256567,15379,131860,70540,20210119,289939,113960,1066.0,4154,23932
4139,Navarra,Spain,121784,33536,89891,121041,20210119,289939,133876,1066.0,59274,55002
22547,Nayarit,Mexico,145104,4006,266456,167422,20210119,289939,244270,1066.0,25950,70162
25505,New Brunswick,Canada,232881,7779,231901,130413,20210119,289939,229210,1066.0,21321,22497
32610,New Caledonia,France,384675,9268,92628,165726,20210119,289939,209083,1066.0,80737,4559
16871,New South Wales,Australia,80538,12082,119072,4957,20210119,289939,196219,1066.0,49511,28589
13474,Newfoundland and Labrador,Canada,173089,30428,74887,135364,20210119,289939,264536,1066.0,8921,28193
25825,Niedersachsen,Germany,331586,36250,28062,154480,20210119,289939,349983,1066.0,29171,23177
27682,Ningxia,China,230929,21398,62823,15217,20210119,289939,202567,1066.0,47644,39682
44475,Nordrhein-Westfalen,Germany,31172,15436,113267,1244,20210119,289939,224917,1066.0,82878,52585
22379,Northern Territory,Australia,232036,5059,70829,92797,20210119,289939,344538,1066.0,78029,44465
38278,Northwest Territories,Canada,308363,27245,206439,11808,20210119,289939,330699,1066.0,75127,49636
45461,Nova Scotia,Canada,50711,7379,20554,65454,20210119,289939,181323,1066.0,572,35625
20618,Nuble,Chile,280492,36822,253935,31813,20210119,289939,192177,1066.0,20323,21978
30763,Nuevo Leon,Mexico,103949,606,283114,35920,20210119,289939,153844,1066.0,14330,46124
23212,OHiggins,Chile,63475,9605,76308,118463,20210119,289939,340115,1066.0,29324,46233
33648,Oaxaca,Mexico,143315,33888,34121,11081,20210119,289939,199317,1066.0,89762,60211
31300,Ontario,Canada,281567,19750,56635,139879,20210119,289939,228667,1066.0,50802,58898
4162,P.A. Bolzano,Italy,225190,12767,190598,20312,20210119,289939,223523,1066.0,41457,68640
1348,P.A. Trento,Italy,244903,31846,113497,177050,20210119,289939,155568,1066.0,9956,75522
15078,Pais Vasco,Spain,204371,31572,173965,30147,20210119,289939,261831,1066.0,47906,42698
5760,Para,Brazil,101489,30271,198869,57663,20210119,289939,298691,1066.0,42163,35898
9558,Paraiba,Brazil,45284,9953,60679,175514,20210119,289939,117360,1066.0,5516,38599
43297,Parana,Brazil,278905,5180,179206,118603,20210119,289939,135044,1066.0,22513,6767
48993,Pernambuco,Brazil,142271,1082,119506,66465,20210119,289939,198118,1066.0,59033,68781
4203,Piaui,Brazil,176697,37471,68561,21479,20210119,289939,86911,1066.0,62847,46887
17215,Piemonte,Italy,320497,25615,216351,151154,20210119,289939,116102,1066.0,54556,9134
35015,Prince Edward Island,Canada,49007,25414,90839,139194,20210119,289939,66412,1066.0,22723,36147
10584,Puebla,Mexico,342925,27555,118029,116238,20210119,289939,238008,1066.0,30542,73253
24087,Puglia,Italy,376544,33810,110417,131770,20210119,289939,76642,1066.0,58731,66969
7147,Qinghai,China,201571,28057,86693,46836,20210119,289939,164285,1066.0,13550,71299
35561,Quebec,Canada,101723,19621,263893,158257,20210119,289939,336905,1066.0,85811,45345
6639,Queensland,Australia,114284,4623,168275,138617,20210119,289939,145096,1066.0,14474,3679
19280,Queretaro,Mexico,329864,22167,241662,94701,20210119,289939,126504,1066.0,18799,33109
45771,Quintana Roo,Mexico,104267,9344,249702,209237,20210119,289939,294354,1066.0,83412,8771
45314,,US,50164,26871,105023,31750,20210119,289939,97221,1066.0,41226,40058
26742,Reunion,France,206418,11895,124170,197787,20210119,289939,251350,1066.0,45072,63091
10196,Rheinland-Pfalz,Germany,188752,8421,20856,143214,20210119,289939,265940,1066.0,58619,45593
25949,Rio Grande do Norte,Brazil,63563,33433,92089,77067,20210119,289939,244951,1066.0,17607,55008
41764,Rio Grande do Sul,Brazil,313027,31060,258477,103811,20210119,289939,284460,1066.0,19387,32165
6437,Rio de Janeiro,Brazil,140512,26744,224608,9925,20210119,289939,223117,1066.0,47021,21666
14877,Rondonia,Brazil,229406,4551,181538,176405,20210119,289939,150813,1066.0,20418,59909
19497,Roraima,Brazil,328613,3608,85282,179993,20210119,289939,179079,1066.0,5284,36053
36313,Saarland,Germany,346229,35643,143878,183393,20210119,289939,235645,1066.0,84969,62532
9374,Sachsen,Germany,329811,23077,178335,111533,20210119,289939,114156,1066.0,27071,79248
11232,Sachsen-Anhalt,Germany,216544,3428,197260,197571,20210119,289939,221753,1066.0,80820,19158
6971,Saint Barthelemy,France,225589,29673,114054,152884,20210119,289939,187876,1066.0,52096,47140
532,Saint Pierre and Miquelon,France,379163,2537,111769,156389,20210119,289939,160397,1066.0,57510,38757
3910,San Luis Potosi,Mexico,6125,11063,258282,179601,20210119,289939,193949,1066.0,24459,15190
17608,Santa Catarina,Brazil,362001,4042,253085,128235,20210119,289939,239810,1066.0,22465,36962
37566,Sao Paulo,Brazil,247273,3856,34323,90870,20210119,289939,87775,1066.0,15984,58857
8378,Sardegna,Italy,65216,31735,30186,55445,20210119,289939,264414,1066.0,58895,7046
8113,Saskatchewan,Canada,355390,11486,282174,222299,20210119,289939,348077,1066.0,79450,68377
44067,Schleswig-Holstein,Germany,266833,34224,247051,119307,20210119,289939,216982,1066.0,83036,21407
33084,Sergipe,Brazil,112363,1832,54661,215656,20210119,289939,92449,1066.0,60639,40592
33704,Shaanxi,China,351484,16843,9218,200539,20210119,289939,328813,1066.0,59432,60224
25000,Shandong,China,269762,20672,20433,64048,20210119,289939,110392,1066.0,21068,20240
48817,Shanghai,China,344670,28636,24655,228625,20210119,289939,194245,1066.0,6348,20407
40078,Shanxi,China,358337,33342,34285,168618,20210119,289939,94315,1066.0,64529,4593
17934,Sichuan,China,176979,28864,176065,105733,20210119,289939,152244,1066.0,40462,41288
40076,Sicilia,Italy,160475,4138,123380,136553,20210119,289939,253501,1066.0,8148,35021
48464,Sinaloa,Mexico,35086,2787,38889,84984,20210119,289939,93390,1066.0,43445,57361
27388,Sint Maarten,Netherlands,261944,17021,67909,174259,20210119,289939,335196,1066.0,82503,3623
49527,Sonora,Mexico,116526,17352,207332,128566,20210119,289939,135329,1066.0,3556,63757
18554,South Australia,Australia,98713,22731,286232,146988,20210119,289939,262615,1066.0,69082,79931
33522,St Martin,France,250078,8669,177532,55785,20210119,289939,246139,1066.0,37451,60803
13079,Tabasco,Mexico,61200,18485,202585,179798,20210119,289939,310906,1066.0,55843,54349
32966,Tamaulipas,Mexico,6405,19656,60107,12585,20210119,289939,139322,1066.0,40492,3409
39542,Tarapaca,Chile,262332,5301,282474,83158,20210119,289939,163626,1066.0,32852,44407
49999,Tasmania,Australia,368539,8770,113899,21214,20210119,289939,99865,1066.0,65128,68138
17944,Thuringen,Germany,36544,1499,156028,502,20210119,289939,313376,1066.0,702,50968
28901,Tianjin,China,302474,22679,285608,185617,20210119,289939,335647,1066.0,44080,76023
32995,Tibet,China,76521,5763,227039,53536,20210119,289939,304017,1066.0,3142,41415
37104,Tlaxcala,Mexico,284475,33019,277882,57349,20210119,289939,96211,1066.0,56510,71818
6948,Tocantins,Brazil,290842,37943,45113,88101,20210119,289939,84275,1066.0,41008,60883
40479,Toscana,Italy,10359,26136,45833,116149,20210119,289939,73011,1066.0,10522,71902
46355,Turks and Caicos Islands,United Kingdom,93686,11764,153021,16940,20210119,289939,318400,1066.0,39318,49813
23215,Umbria,Italy,386339,5762,125428,87924,20210119,289939,200773,1066.0,37578,39938
26328,Unknown,Brazil,48497,1665,64099,214948,20210119,289939,99906,1066.0,79151,79078
8193,Unknown,Chile,16406,35944,17973,115259,20210119,289939,308918,1066.0,73713,42792
25365,Unknown,Germany,52107,774,157726,124241,20210119,289939,100526,1066.0,21640,6891
5294,Unknown,Spain,207467,27076,197204,119119,20210119,289939,274829,1066.0,58478,64185
11375,Valle d'Aosta,Italy,376176,4421,102054,115974,20210119,289939,70374,1066.0,24012,61904
11986,Valparaiso,Chile,338116,12628,2704,97526,20210119,289939,184930,1066.0,40714,43906
25710,Veneto,Italy,190526,7815,221910,17689,20210119,289939,101609,1066.0,75469,50719
16859,Veracruz,Mexico,316109,2654,96225,101617,20210119,289939,228468,1066.0,45933,37312
49093,Victoria,Australia,317392,25661,43657,83260,20210119,289939,204406,1066.0,46661,78526
20069,Western Australia,Australia,176201,28166,203649,203505,20210119,289939,231310,1066.0,89044,35182
46405,Xinjiang,China,293060,18566,195612,201279,20210119,289939,68819,1066.0,18469,36993
29063,Yucatan,Mexico,58220,26893,236451,3326,20210119,289939,316233,1066.0,6865,29409
16831,Yukon,Canada,284141,22415,277529,50472,20210119,289939,140011,1066.0,30436,56422
39246,Yun,China,281584,15024,9590,3709,20210119,289939,64124,1066.0,55808,65845
38560,Zacatecas,Mexico,134142,2225,288721,103261,20210119,289939,278505,1066.0,88734,12866
47006,Zhejiang,China,337328,17490,168341,31554,20210119,289939,64131,1066.0,2757,58815
8798,,Afghanistan,71464,27485,140781,40513,20210119,289939,271098,1066.0,28465,16956
33964,,Albania,250177,33793,111493,139409,20210119,289939,150273,1066.0,86066,41565
18719,,Algeria,355546,6534,165425,110254,20210119,289939,115027,1066.0,77728,48034
16324,,Andorra,62304,5779,22882,2267,20210119,289939,246046,1066.0,10347,76326
34362,,Angola,69587,32440,209556,81090,20210119,289939,233829,1066.0,24989,26905
7357,,Antigua and Barbuda,295658,30416,221203,23691,20210119,289939,297174,1066.0,61782,1781
44540,,Argentina,94239,18969,113767,32844,20210119,289939,318707,1066.0,54270,56696
12450,,Armenia,2983,33994,66577,95422,20210119,289939,191099,1066.0,2186,18066
25688,,Austria,155655,4759,37479,58949,20210119,289939,74241,1066.0,39500,15113
40678,,Azerbaijan,286223,16892,246630,85115,20210119,289939,141718,1066.0,24162,44854
219,,Bahamas,96607,11631,126507,60500,20210119,289939,229015,1066.0,53795,75646
49643,,Bahrain,5583,14319,37390,42432,20210119,289939,187692,1066.0,35672,23820
12877,,Bangladesh,262313,29857,60863,55713,20210119,289939,347935,1066.0,84690,78308
32150,,Barbados,13172,34050,222944,146204,20210119,289939,156642,1066.0,14799,63939
13111,,Belarus,368540,6876,244487,203656,20210119,289939,197463,1066.0,12172,16186
2450,,Belgium,112642,5270,64176,204486,20210119,289939,274492,1066.0,52342,63444
10606,,Belize,354519,9434,20145,41878,20210119,289939,289783,1066.0,10917,41428
19618,,Benin,177942,16470,233033,188928,20210119,289939,230637,1066.0,3663,16094
15724,,Bhutan,883,17145,187176,187316,20210119,289939,270235,1066.0,47657,67134
39614,,Bolivia,296058,38106,144895,168154,20210119,289939,343076,1066.0,75752,40721
30931,,Bosnia and Herzegovina,301718,13897,173492,64830,20210119,289939,193462,1066.0,79269,13184
25717,,Botswana,150284,33072,231179,130359,20210119,289939,255669,1066.0,78388,46357
22147,,Brunei,91727,27105,35420,80630,20210119,289939,190580,1066.0,57411,49115
40603,,Bulgaria,121216,36360,188600,87904,20210119,289939,252374,1066.0,7473,64545
21707,,Burkina Faso,198,19555,89345,22693,20210119,289939,218907,1066.0,24905,28200
28325,,Burma,180453,15631,119261,52077,20210119,289939,150112,1066.0,4219,16359
17207,,Burundi,250306,11166,159010,94876,20210119,289939,242590,1066.0,8510,13231
13412,,Cabo Verde,124294,6045,86040,220148,20210119,289939,189871,1066.0,29987,57636
11629,,Cambodia,300180,35633,96429,42173,20210119,289939,242997,1066.0,46117,43507
29960,,Cameroon,306135,16226,127332,175633,20210119,289939,154438,1066.0,84255,29182
3741,,Central African Republic,4002,123,270614,46165,20210119,289939,309562,1066.0,83014,14161
23325,,Chad,361975,24479,136248,149685,20210119,289939,83643,1066.0,3993,26542
15257,,Colombia,296657,34970,69059,67137,20210119,289939,275631,1066.0,64442,45252
4206,,Comoros,196519,35426,69445,213172,20210119,289939,83984,1066.0,50708,58732
16521,,Congo (Brazzaville),143900,2034,197785,165164,20210119,289939,218681,1066.0,12155,13732
43550,,Congo (Kinshasa),136647,32746,37439,153631,20210119,289939,154771,1066.0,7941,7222
31823,,Costa Rica,242273,35615,28750,108073,20210119,289939,236863,1066.0,63918,28031
33284,,Cote d'Ivoire,256235,21610,204644,111390,20210119,289939,186091,1066.0,78836,16332
34945,,Croatia,169335,36919,133987,43134,20210119,289939,124110,1066.0,78211,56171
30966,,Cuba,194614,19903,20512,153288,20210119,289939,302297,1066.0,72937,65920
14789,,Cyprus,344552,12014,226242,217695,20210119,289939,89218,1066.0,58093,50161
39052,,Czechia,99305,27266,155455,229469,20210119,289939,171126,1066.0,47048,62257
19978,,Denmark,134743,13015,61929,177422,20210119,289939,216742,1066.0,82654,14900
8959,,Diamond Princess,307929,22974,244507,69095,20210119,289939,95607,1066.0,14410,57234
36229,,Djibouti,168977,33455,119176,174983,20210119,289939,173923,1066.0,3885,50379
46391,,Dominica,194665,32861,97122,97973,20210119,289939,163961,1066.0,25938,73397
24884,,Dominican Republic,191015,6070,256668,81429,20210119,289939,121714,1066.0,89949,65712
10860,,Ecuador,104488,36217,7938,174636,20210119,289939,219318,1066.0,35001,76212
20684,,Egypt,3467,14997,295263,130990,20210119,289939,157552,1066.0,48180,61465
20400,,El Salvador,339577,9685,77474,69079,20210119,289939,81650,1066.0,46418,3310
6842,,Equatorial Guinea,299399,18757,46703,109936,20210119,289939,254785,1066.0,58723,46846
17962,,Eritrea,167108,23507,13909,129207,20210119,289939,163306,1066.0,24547,15221
35325,,Estonia,369492,30032,280189,103612,20210119,289939,142137,1066.0,31114,20324
14060,,Eswatini,161373,3610,143477,139545,20210119,289939,303715,1066.0,54297,28243
43587,,Ethiopia,180962,31594,32484,129220,20210119,289939,121792,1066.0,17112,73038
5936,,Fiji,233511,11490,29863,23343,20210119,289939,256519,1066.0,39950,48561
15771,,Finland,220451,25882,35065,209623,20210119,289939,239334,1066.0,31334,25349
48869,,Gabon,107608,36571,215465,179813,20210119,289939,103591,1066.0,57830,62871
35551,,Gambia,352117,24490,130284,21618,20210119,289939,197684,1066.0,85325,55901
3786,,Georgia,340844,8593,295739,36354,20210119,289939,330166,1066.0,86390,58810
1865,,Ghana,363831,2196,139831,28464,20210119,289939,159663,1066.0,18997,55965
31696,,Greece,230230,15273,250461,138660,20210119,289939,349114,1066.0,78865,25642
3397,,Grenada,74241,7528,63319,104659,20210119,289939,286227,1066.0,17767,17728
11108,,Guatemala,303240,11282,196065,142569,20210119,289939,199355,1066.0,24169,62003
8053,,Guinea,277648,9564,73412,91422,20210119,289939,96926,1066.0,34401,26786
37673,,Guinea-Bissau,358044,29328,67459,139219,20210119,289939,155372,1066.0,5840,77103
42212,,Guyana,251952,35747,92770,132221,20210119,289939,178168,1066.0,75820,68603
5282,,Haiti,360997,27830,220733,25233,20210119,289939,316181,1066.0,15957,43286
46643,,Vatican City,227179,37914,148105,165115,20210119,289939,256986,1066.0,70360,5877
6225,,Honduras,129971,18292,186054,201152,20210119,289939,112283,1066.0,16228,23924
8108,,Hungary,287621,1477,222467,139291,20210119,289939,84201,1066.0,41780,47116
27609,,Iceland,202478,32644,130337,31621,20210119,289939,218909,1066.0,87239,68663
49760,,India,176022,8469,232744,14734,20210119,289939,193027,1066.0,53333,53303
31271,,Indonesia,333464,30339,164526,32582,20210119,289939,311308,1066.0,43499,60176
30425,,Iran,365502,26626,47353,133617,20210119,289939,285388,1066.0,39449,59072
41568,,Iraq,90906,18978,199423,126171,20210119,289939,166102,1066.0,42924,19148
21679,,Ireland,369480,35867,175838,7710,20210119,289939,278147,1066.0,68345,7582
45195,,Israel,382688,31809,297461,180152,20210119,289939,105319,1066.0,10878,67162
32335,,Jamaica,92678,12675,3033,101193,20210119,289939,294175,1066.0,50543,20211
33306,,Japan,246739,35777,52399,117029,20210119,289939,203618,1066.0,33444,1588
16384,,Jordan,297152,27160,1873,81294,20210119,289939,201622,1066.0,4523,67380
49027,,Kazakhstan,98778,27146,206104,75004,20210119,289939,147515,1066.0,16187,63710
39675,,Kenya,57253,30492,72913,191776,20210119,289939,158439,1066.0,3304,7780
4361,,South Korea,167038,13516,132672,30150,20210119,289939,225907,1066.0,31787,53174
42572,,Kosovo,286922,4195,36738,173306,20210119,289939,139057,1066.0,50738,63206
4462,,Kuwait,69786,34559,37915,190389,20210119,289939,152529,1066.0,62574,5568
1664,,Kyrgyzstan,285599,6767,159867,200831,20210119,289939,249353,1066.0,33562,49034
32665,,Laos,161834,27063,236704,4920,20210119,289939,346261,1066.0,81635,74197
31780,,Latvia,159625,14789,125075,124989,20210119,289939,261050,1066.0,27776,21029
18936,,Lebanon,182001,25455,120394,191315,20210119,289939,144225,1066.0,72455,36785
32308,,Lesotho,369208,607,137328,194601,20210119,289939,337635,1066.0,88331,19502
18723,,Liberia,2950,28526,185972,97212,20210119,289939,202502,1066.0,86461,10598
49784,,Libya,289392,4420,149407,212315,20210119,289939,153401,1066.0,42365,47851
7006,,Liechtenstein,11634,10456,34319,121990,20210119,289939,345436,1066.0,58405,21555
43199,,Lithuania,260165,13569,97377,118509,20210119,289939,69737,1066.0,17667,76648
5892,,Luxembourg,238167,8716,135626,54922,20210119,289939,285772,1066.0,7892,33495
32793,,MS Zaandam,340730,6373,81067,71834,20210119,289939,225902,1066.0,80251,21217
45696,,Madagascar,204187,2528,253082,98758,20210119,289939,299472,1066.0,46623,44156
19142,,Malawi,80282,22227,111528,203139,20210119,289939,202032,1066.0,10660,66367
26648,,Malaysia,204821,20507,59301,175886,20210119,289939,174514,1066.0,34733,11405
41368,,Maldives,80943,33516,232579,143848,20210119,289939,286893,1066.0,79988,13187
6864,,Mali,149710,25129,58080,165163,20210119,289939,318524,1066.0,5050,54317
31321,,Malta,240099,12380,226955,96527,20210119,289939,182233,1066.0,81378,32335
27290,,Mauritania,140537,21992,165328,48156,20210119,289939,98312,1066.0,44709,2309
24344,,Mauritius,254653,34269,294369,97656,20210119,289939,233112,1066.0,59900,26517
38065,,Moldova,333557,26063,265632,105668,20210119,289939,280342,1066.0,650,45201
20407,,Monaco,241515,1134,230101,99540,20210119,289939,201851,1066.0,25012,14685
6429,,Mongolia,121519,6095,60684,102817,20210119,289939,217269,1066.0,40867,36283
33415,,Montenegro,252486,14053,91417,214416,20210119,289939,154944,1066.0,82913,29920
38350,,Morocco,378053,556,280770,31671,20210119,289939,292843,1066.0,51714,70123
24340,,Mozambique,299910,19230,93716,97798,20210119,289939,186981,1066.0,77464,31907
47507,,Namibia,285366,23678,165382,108581,20210119,289939,63181,1066.0,33401,36134
26741,,Nepal,282667,35507,215501,184326,20210119,289939,191760,1066.0,51008,63332
9137,,Netherlands,262038,2545,288965,180272,20210119,289939,126925,1066.0,58328,44405
49489,,New Zealand,330902,37025,289979,189973,20210119,289939,346237,1066.0,84146,62498
37621,,Nicaragua,103269,36246,132975,163926,20210119,289939,260163,1066.0,66451,41979
7559,,Niger,103333,36131,93808,79649,20210119,289939,303589,1066.0,12977,52465
6543,,Nigeria,61728,3703,9635,181935,20210119,289939,332667,1066.0,57098,60873
21776,,North Macedonia,261902,8345,62227,178363,20210119,289939,231722,1066.0,89292,32313
45278,,Norway,59492,21201,291966,186439,20210119,289939,68737,1066.0,67449,48333
47498,,Oman,278706,22386,128199,216138,20210119,289939,245496,1066.0,47452,47793
29842,,Pakistan,94820,34188,61349,166183,20210119,289939,72382,1066.0,82249,49173
6200,,Panama,269652,6384,24443,11316,20210119,289939,287698,1066.0,51867,77265
1302,,Papua New Guinea,319962,21132,195334,105638,20210119,289939,165819,1066.0,32114,8281
24874,,Paraguay,271479,2735,79594,190147,20210119,289939,215849,1066.0,14702,69676
25513,,Peru,160235,14500,85089,193259,20210119,289939,272236,1066.0,55615,24093
